Epoch_Number,mean,std,variance,skewness,kurtosis,zero_crossings,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_rel_power,theta_rel_power,alpha_rel_power,beta_rel_power,gamma_rel_power,spectral_edge_freq,spectral_entropy,wavelet_coeff_0_mean,wavelet_coeff_0_std,wavelet_coeff_0_energy,wavelet_coeff_1_mean,wavelet_coeff_1_std,wavelet_coeff_1_energy,wavelet_coeff_2_mean,wavelet_coeff_2_std,wavelet_coeff_2_energy,wavelet_coeff_3_mean,wavelet_coeff_3_std,wavelet_coeff_3_energy,wavelet_coeff_4_mean,wavelet_coeff_4_std,wavelet_coeff_4_energy,sample_entropy,hurst_exponent,Hypnogram_Stage
18,1.2457093200701653e-07,0.00011808702647108078,1.3944545820781733e-08,-0.08829664091308789,0.7221143549241011,630,2.789871427685045e-09,2.254600438730341e-09,1.6656237898238757e-09,5.551673352371826e-09,3.248560296399792e-10,0.22165365371627074,0.17912668661206274,0.13233283622591469,0.44107720183132115,0.025809621614430688,27.34375,5.435533967177832,1.1072815613781779e-05,0.00022230337990915763,1.1889935991516499e-05,1.4003808964073213e-06,0.00019263965705869685,8.906879649203368e-06,4.0505751320743015e-06,0.00019492283013668188,1.8017364195144908e-05,-2.8108501720654826e-07,0.00011723262698118982,1.2946440903111226e-05,-4.3061673979064615e-08,3.080098569231701e-05,1.781663433833184e-06,0.7354336709875027,0.4095239955206733,2
19,-1.6599472186795648e-07,0.0001186789305455453,1.4084688555434366e-08,-0.04939172019183879,0.5393647556300056,665,2.726868571895622e-09,2.2895768329645607e-09,1.679002613245101e-09,5.6711301913930196e-09,3.1953303326778377e-10,0.21494912977769648,0.18047901276840297,0.1323496681619048,0.44703456267000885,0.025187626621987008,26.85546875,5.430852198858963,2.1193115284742335e-06,0.00021733017398438705,1.1336855041305282e-05,4.312469264378892e-06,0.00019609746140519682,9.233474822572531e-06,3.1133531309627115e-06,0.00019209224850803922,1.749492520477679e-05,4.366525809872536e-07,0.00011872399398580474,1.3278033923439645e-05,2.3828532273452557e-08,3.2377140900899406e-05,1.9686695033039784e-06,0.7905215533693347,0.38024609281578636,2
20,-4.0433853211243e-09,0.00011786492722079503,1.3892141068763307e-08,-0.15285448757317258,0.5087889831179577,633,2.6874681670185747e-09,2.211748486475467e-09,1.6543559713330616e-09,5.617953875689505e-09,3.2816831036571964e-10,0.21500270268029623,0.17694419903355577,0.1323517090907505,0.44944728336874845,0.02625410582664897,27.34375,5.44259964859439,-9.199807538757028e-06,0.00021999892938947345,1.1636199693903527e-05,-1.4190086778928893e-06,0.00019639108430237446,9.257153178981668e-06,-5.3273939919043414e-06,0.00019286394717061848,1.7644594658118668e-05,1.1783515070254533e-06,0.00011877022779354476,1.3289505702105152e-05,2.90345017624183e-08,3.461085592804154e-05,2.2496790948368614e-06,0.7542052670786887,0.3678396986211956,2
21,-3.282083487885035e-07,0.000118959278292636,1.415130989190482e-08,0.011534507016094769,0.5292217758243036,654,3.0042995756006555e-09,2.19147833958636e-09,1.583226353075494e-09,5.583044303750634e-09,3.2773712767500864e-10,0.2367494334970909,0.1726962449523647,0.12476383687979863,0.43996363972386354,0.025826844946882175,27.34375,5.4409240338746905,-2.213572899795629e-06,0.00022472572311787984,1.212157212860081e-05,-6.519199356858895e-06,0.00019538539014410212,9.172308154084193e-06,8.169136677885043e-06,0.00019601685675714312,1.824394854740385e-05,5.123278874333676e-07,0.000117275464727584,1.2956076874732809e-05,-1.5860871696748584e-08,3.1074893464240595e-05,1.8134893016058066e-06,0.7587526725517315,0.42669909843831344,2
22,-4.299101578044431e-07,0.00011907212085976728,1.4178169966043026e-08,-0.04481782122550779,0.6485163562371179,666,2.9154658445863303e-09,2.2150249834530393e-09,1.7294388401014462e-09,5.392054838015658e-09,3.0726175730132177e-10,0.23213700754233385,0.17636607619502173,0.13770243881063124,0.42932949357831324,0.024464983873699987,26.85546875,5.43052086833073,2.13564147513659e-06,0.00022092426584725353,1.1714902129117985e-05,1.6557384258978742e-06,0.000190670130402528,8.725881623388489e-06,1.4548402573891749e-05,0.0001939639452543753,1.793315866806871e-05,-1.4047711570638354e-07,0.000117423307615268,1.2988534236632358e-05,-1.6160021171103624e-08,3.2860209011988856e-05,2.0278523760258948e-06,0.7880244848652707,0.3620102145105111,2
23,9.73694770451818e-07,0.00011769066018087329,1.3851091493809794e-08,-0.006239461426287095,0.6179296043050129,636,2.631330474087475e-09,2.227097724247383e-09,1.7724435707335302e-09,5.651623026924462e-09,3.130637840174e-10,0.2089093911455044,0.1768161141961495,0.14071972747175202,0.44869967385915355,0.024855093327440604,27.34375,5.4183232352556745,7.737109070666446e-06,0.00020718377530099736,1.0316395105138933e-05,9.03687948546396e-06,0.00019237898122915367,8.901921026304447e-06,-8.10173313481917e-06,0.00020201618634332972,1.9375308194008613e-05,-4.7128800975150284e-07,0.00011107044156558186,1.1621326926047705e-05,-2.7640483474079e-08,3.28711218941151e-05,2.029200444082159e-06,0.7240846359405275,0.34677257108824955,2
24,-6.576445991191802e-07,0.00011770312088589397,1.3854024666279368e-08,-0.08603213984284593,0.598471002171213,643,2.718787706681125e-09,2.37435842112132e-09,1.7217097288666663e-09,5.615743144855693e-09,2.8925160743255757e-10,0.21374368223841758,0.18666559019563395,0.13535612813363015,0.4414944261138623,0.022740173318455924,27.34375,5.384552296944396,-4.517942361673095e-06,0.00020483823121172855,1.0074987064591912e-05,1.4885160231922668e-05,0.00019411641072110218,9.096659737529673e-06,-5.894186467948177e-06,0.0001963046327165407,1.828229862328498e-05,-1.8837842306385262e-07,0.00011676491097110249,1.2843303285129623e-05,3.851285673051831e-08,3.149624785548409e-05,1.863004380738304e-06,0.7450268068981546,0.45471685299098474,2
25,1.3272100243326592e-07,0.00011806387504065751,1.3939078589615993e-08,-0.05687264100933387,0.5782929842034261,620,2.7848271303559627e-09,2.139228676753507e-09,1.645428022565194e-09,5.4598137658886e-09,3.0823547412938596e-10,0.2257199323904497,0.17339193051555474,0.13336766866361757,0.4425369103407488,0.024983558089629068,27.34375,5.425560799438614,1.162082763492668e-06,0.0002102284607261889,1.0607365472556473e-05,6.428165781797905e-06,0.00018685323437423723,8.389308602743658e-06,-4.751853929015514e-06,0.00018376725067214864,1.6017873721762067e-05,4.273582252921936e-07,0.00012666617486169923,1.5113921344776747e-05,-2.9996665566101665e-09,3.513261258074574e-05,2.3180162934524403e-06,0.7461386886003363,0.36633723903697957,2
26,-7.8629760812124e-08,0.00011779429422050976,1.387549575090802e-08,-0.05311527752093729,0.6967976678127163,643,2.863373358282743e-09,2.2158339201200995e-09,1.7131044968951106e-09,5.384996854267564e-09,2.977315624710621e-10,0.22952818702023686,0.1776213852629167,0.13732256333640258,0.43166168375995045,0.0238661806204936,26.85546875,5.426564772191801,5.781309111243405e-07,0.0002190899720973798,1.1520180026155455e-05,1.273240228046046e-05,0.00019481984551736274,9.148052706057734e-06,1.350175843797673e-05,0.00019353421426026205,1.7840312256300635e-05,-5.466074156290293e-07,0.00011444572870144588,1.2338432429006812e-05,1.715952411394872e-08,3.306958593986836e-05,2.0537766847078136e-06,0.7668495547276297,0.6251970702430967,2
27,1.32072320468777e-07,0.00013217774493032902,1.747095625486712e-08,-0.023571164408913405,1.0439428461168347,767,2.877905584634552e-09,2.2367576008411357e-09,2.0524503594776568e-09,6.651365152045871e-09,1.9015108718074863e-09,0.183072995820888,0.14228747360491584,0.1305630866034638,0.42311511231815496,0.12096133165257753,39.0625,5.806849192822713,9.907805223901424e-06,0.00023549938039891578,1.3333949465430724e-05,2.6986409048828968e-06,0.00019098105003779485,8.755450592705331e-06,4.522212100901911e-06,0.00020787360427212932,2.0491913848046027e-05,8.366585937900749e-07,0.0001340124271275594,1.691834884613311e-05,-5.070685846902538e-08,6.611933199260761e-05,8.210181495279552e-06,0.7772432865896869,0.39248144674134744,3
28,9.261688853619341e-08,0.00011278365886772514,1.2720153707591396e-08,-0.11711244576003371,0.648767070104308,691,2.619380908006414e-09,1.981096357559694e-09,1.4562829415691574e-09,4.902122092849281e-09,3.187441032048253e-10,0.23226349360763,0.1756660742901919,0.12913026992606466,0.4346767588845588,0.028263403291554575,27.34375,5.4551294759406925,1.3495023540541004e-05,0.00022450805502302178,1.2140635783339183e-05,-9.447102445117659e-06,0.00017808260597816273,7.632638951179706e-06,-5.501578490529892e-06,0.00018296414363677002,1.588191283552381e-05,6.575794899815737e-07,0.00011337291463210046,1.2108326872351316e-05,1.9763441364044426e-08,3.2276154079561685e-05,1.9564074629655733e-06,0.7906180119420012,0.3732230403664716,3
29,-2.4626123371689614e-07,0.00011164333972439678,1.2464235304817074e-08,-0.05972099923264375,0.8367283199857285,715,2.4592780236419725e-09,2.0355072735767742e-09,1.5272937050170088e-09,4.82445804356104e-09,2.855054843850739e-10,0.2209188490768184,0.1828511944737889,0.1371979761015211,0.4333848016193503,0.025647178728521212,27.34375,5.441256791590068,-2.2667507787086917e-06,0.0001976751782090553,9.379347417377892e-06,-9.58192826264171e-06,0.00017733071573048027,7.569119061771555e-06,5.026207536612562e-06,0.00018539268380230597,1.6303566525601262e-05,3.669288340005008e-07,0.00011186830676809325,1.1788802839565532e-05,1.2787232719638176e-08,3.1210590692009724e-05,1.8293619312623565e-06,0.803158350189521,0.2677935062898765,2
30,4.0964264741544555e-07,0.00011377152172568108,1.2943959155777121e-08,0.008658465554823925,0.7308518339152483,671,2.705547027942344e-09,2.11113251823257e-09,1.5991707269166776e-09,5.2158498220033065e-09,2.9264276378186007e-10,0.2268927571072205,0.1770439296502611,0.1341097573126403,0.437411929842365,0.024541626087513074,26.85546875,5.439028960916165,1.6972179641466697e-05,0.0002283413554856392,1.2582679081632304e-05,-3.466128194248137e-07,0.00018325972259071745,8.060219055473594e-06,8.18205729039181e-06,0.0001774126763924573,1.4951004604156826e-05,2.3845830491630057e-07,0.000121171141570301,1.383091727192795e-05,1.6929213035363782e-08,3.190206283849571e-05,1.911319288105317e-06,0.787135706504058,0.33643360685651447,2
31,-2.2475847470169578e-07,0.00011583599088683326,1.3417976784734516e-08,-0.06474439463633691,0.6897785410371311,663,2.5401278565288424e-09,2.222784143896552e-09,1.6838367651676197e-09,5.626684060538482e-09,3.276005683457869e-10,0.20483195034859525,0.17924184809359953,0.1357819716796751,0.45372703076860416,0.026417199109525953,27.34375,5.46883148059874,-7.65888306483243e-06,0.00021696643155620472,1.1311941818888172e-05,6.0151422415692235e-06,0.00018619049770559338,8.328740009290291e-06,-4.805408211753403e-08,0.0002007898811786555,1.9110058300450434e-05,-4.623462197804139e-07,0.00010779235761858136,1.0945480569749134e-05,1.3599024971210286e-08,3.214649511828428e-05,1.9407201919812622e-06,0.7669592631035341,0.4149797729861636,3
32,9.777778514659651e-08,0.00012336840398742452,1.521976310240438e-08,-0.10709266154811953,2.4891432670105367,642,3.4455628796173916e-09,3.3118690462894487e-09,1.7896071772781678e-09,5.3874934238294594e-09,3.132556507323233e-10,0.24183142229745647,0.23244794244359707,0.12560596458566836,0.37812840537902087,0.02198626529425727,26.3671875,5.362211060221126,-9.896068258840152e-06,0.00024167746156597447,1.4041422623029607e-05,3.1185115305177912e-06,0.00022795780551929267,1.247387669072103e-05,-1.078591993852679e-05,0.00019094089768852108,1.7336437415054808e-05,1.4764591925529604e-07,0.00011676383806479534,1.284305436956075e-05,-2.1472407234825977e-08,3.2812749642154304e-05,2.021999406268497e-06,0.6990294815957555,0.32352263561397726,2
33,1.3482500250557628e-07,0.00011618634049884933,1.3499265718514558e-08,-0.07089746949182944,0.7227199531576258,671,2.683160369469206e-09,2.2367095672613135e-09,1.7507747116854198e-09,5.299966213232218e-09,3.134892011384274e-10,0.21842547323410072,0.18208167922998242,0.142523644608628,0.43144928697609036,0.025519915951198627,27.34375,5.432188242142802,6.4005833988789435e-06,0.00020679234297941282,1.027296973986267e-05,4.429500355286148e-06,0.00018574995505716148,8.285439906512397e-06,-1.2734381690528348e-05,0.00018656229003221673,1.657466730353578e-05,2.7059424146992464e-07,0.00012140946495483355,1.3885392180554447e-05,3.1845450412267087e-10,3.297614393751608e-05,2.0421861577495024e-06,0.7229491265647132,0.3238714290735568,2
34,-9.871722093341869e-08,0.00011843294472135913,1.4026362395372509e-08,-0.0067724248632831455,0.6862078861327481,672,2.6877877017733602e-09,2.4565568746691706e-09,1.8742197600067497e-09,5.827615371488743e-09,3.2252550015182325e-10,0.2041041741994641,0.18654505783606196,0.14232376914743086,0.4425351831787305,0.02449181563831258,27.34375,5.450143208907809,-1.965154760860347e-06,0.00021235671079879192,1.082381626908381e-05,-1.7909048214488284e-05,0.00019241353986051442,8.962489039104632e-06,-1.3633806910231391e-05,0.00019644091486446246,1.837930910501127e-05,-3.2703939243850796e-07,0.00011745987917065568,1.2996708219715384e-05,-8.71068217844616e-09,3.24071539116276e-05,1.972320109591404e-06,0.7410406081652066,0.36293163860612954,2
35,1.0647831505622631e-07,0.00011530545039496375,1.3295346890785445e-08,-0.07442667941098959,0.6735880570340047,668,2.730644645250406e-09,2.133818655505501e-09,1.7001949569035518e-09,5.541377843321771e-09,3.152844861950628e-10,0.21983529255894976,0.1717867790731079,0.136877149653381,0.44611825324294907,0.025382525471612162,27.34375,5.429381355239292,3.2234611805909346e-06,0.00020743859582607828,1.0329878817666682e-05,-3.3127050844474586e-06,0.00018211723703391976,7.962638889562906e-06,-7.361686167954075e-06,0.0001951316546905294,1.8073884058526744e-05,-6.458666448420054e-07,0.00011308875147771867,1.2047692848950435e-05,-1.6651570000484818e-08,3.1118356777477735e-05,1.8185658181021242e-06,0.7996000104379245,0.32814510891935017,2
