Epoch_Number,mean,std,variance,skewness,kurtosis,zero_crossings,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_rel_power,theta_rel_power,alpha_rel_power,beta_rel_power,gamma_rel_power,spectral_edge_freq,spectral_entropy,wavelet_coeff_0_mean,wavelet_coeff_0_std,wavelet_coeff_0_energy,wavelet_coeff_1_mean,wavelet_coeff_1_std,wavelet_coeff_1_energy,wavelet_coeff_2_mean,wavelet_coeff_2_std,wavelet_coeff_2_energy,wavelet_coeff_3_mean,wavelet_coeff_3_std,wavelet_coeff_3_energy,wavelet_coeff_4_mean,wavelet_coeff_4_std,wavelet_coeff_4_energy,sample_entropy,hurst_exponent,Hypnogram_Stage
386,4.853994541206035e-07,9.430903083481705e-05,8.894193297002472e-09,0.2638746285699507,1.4103180120868348,642,9.68593848471789e-10,1.0698853395261968e-09,1.1610694435446989e-09,3.974569954649865e-09,2.6204625072610393e-10,0.13025448866638467,0.14387595796888336,0.15613820685903657,0.5344919110610813,0.03523943544461405,28.3203125,5.519891562252222,1.0819756547654665e-05,0.00020018130078457963,9.645508875733645e-06,-3.117200773249366e-06,0.00013305024641076628,4.250900402550328e-06,3.3350383715301924e-06,0.00015080687746467201,1.0785318629730901e-05,-3.4020743719974426e-07,9.814776180762118e-05,9.07437915338701e-06,-1.7208078455125953e-08,2.924279350712366e-05,1.6059553017138503e-06,0.5949754306084618,0.4759476897601676,2
387,-6.710753701865233e-07,9.063624441053587e-05,8.214928800846394e-09,0.14754049325520582,1.7320213478459348,723,8.398468497181171e-10,1.0808762729477334e-09,1.0981135255721823e-09,3.9418960514611895e-09,2.72202241533064e-10,0.11611425466175022,0.14943813012696378,0.15182129170169129,0.5449926044529861,0.03763371905660864,28.80859375,5.576197452793932,-7.808099572734098e-06,0.00014695059496071524,5.197306506779021e-06,-4.6290112978638515e-06,0.00012733335141004414,3.8964504304582896e-06,1.555154658332193e-05,0.00015203537565932262,1.1071031269124174e-05,8.662772572005696e-07,9.953413697767466e-05,9.333142758286588e-06,2.631455885619081e-08,3.152538408844626e-05,1.8664513035657688e-06,0.6262202977682051,0.4255621282373484,2
388,1.6242852164992845e-07,9.301167837459064e-05,8.651172314058293e-09,0.1833619270694266,1.4892331143731292,620,9.733883486565956e-10,9.771604591080862e-10,1.1033900093101536e-09,3.757111903319593e-09,2.532144672857722e-10,0.13779045984204363,0.1383244305171634,0.1561931750855591,0.5318475175410808,0.0358444170141529,28.3203125,5.526949088264207,1.3239734124184953e-06,0.00017277005982247883,7.1642991543983285e-06,1.893971022486901e-05,0.00012663430649346094,3.934790449075634e-06,-1.161109411529349e-05,0.00014899855763149262,1.058697376165641e-05,-6.007768653374964e-07,9.901250125965112e-05,9.235213830899348e-06,-2.2002235354397364e-08,2.878300835570943e-05,1.5558517376058085e-06,0.6109192158943473,0.5077645019596344,2
389,1.8610356442395372e-07,9.383780283744589e-05,8.805533241359366e-09,0.1250461644374283,1.5706448031709073,611,1.0585954437196248e-09,1.0759249917494087e-09,1.083176621865754e-09,3.963548213178823e-09,2.6348037100457963e-10,0.1421940169045299,0.1445217787139295,0.14549584148877562,0.5323968140712495,0.03539154882151554,28.3203125,5.525779340523298,1.1674296133060063e-06,0.00017211461931287804,7.109953217548548e-06,-1.6498607700933093e-05,0.00013310754347133237,4.317557324410062e-06,-5.282282168045896e-06,0.00015046159436155797,1.0743965500411587e-05,-3.5974725466353006e-07,0.00010263872262231933,9.923816265250182e-06,1.1049152196443913e-08,3.0301263959060183e-05,1.7243170994095587e-06,0.6209210460890073,0.45379148707858213,2
390,-5.574939703443547e-07,9.184728295408931e-05,8.435923386048544e-09,0.29408310295689694,1.5558407132634944,664,9.583723548241415e-10,1.054241120307739e-09,1.0585801145512842e-09,3.859729686243582e-09,2.6621159116297257e-10,0.13316026064850933,0.1464806676235093,0.14708354561922202,0.5362869749590128,0.03698855114974657,28.3203125,5.56773634137212,1.6414439269889302e-06,0.00016278727149392143,6.3605736236642715e-06,2.3394579794835345e-05,0.00013176333139513062,4.298131647388784e-06,3.6827616899489653e-06,0.00014323237906986648,9.730782567999787e-06,1.3198709321799157e-07,0.00010292564800692311,9.979271464820018e-06,4.574159740263788e-08,3.1102028449090355e-05,1.8166612634386226e-06,0.6335046689265161,0.45121380259384236,2
391,3.338330208527911e-07,9.424843813678591e-05,8.88276809122356e-09,0.13065245083206486,1.4326689975302118,630,1.025282000102014e-09,1.1196572019241199e-09,1.0963130705711932e-09,3.876337258566278e-09,2.5095547446080447e-10,0.13914307360807546,0.15195092125643336,0.14878284243828024,0.5260654926593337,0.03405767003787725,28.3203125,5.540598195542493,-7.232686577106922e-06,0.00018511731876859276,8.23697603116691e-06,6.949381111616341e-07,0.00012752095675458674,3.9028985641400465e-06,1.550283872611432e-05,0.00015205399228546699,1.1072997670216946e-05,-4.906380895047131e-07,9.804782155876104e-05,9.056026307940614e-06,1.0115499623978405e-08,3.114431799714761e-05,1.8216011168702148e-06,0.6259828669826686,0.5837114814835949,3
392,6.272183854505312e-07,9.250145714599997e-05,8.556519574133269e-09,0.21884557172795369,1.6077879500340302,622,8.701172800520247e-10,1.0764432195581035e-09,1.157228570197945e-09,3.944106150595328e-09,2.6879808281540596e-10,0.11892220214686831,0.14712154452128637,0.15816278231709527,0.5390558257867951,0.0367376452279549,28.80859375,5.570941568376668,1.862722095538357e-05,0.00018783004165541414,8.550503498110871e-06,9.735754885026529e-06,0.00012581109650186965,3.821572062284178e-06,1.9307239319098796e-05,0.0001535669921637791,1.1354949931296342e-05,3.5205390562142854e-08,0.00010014684946720112,9.44768792116347e-06,-1.4047319557730023e-08,3.1003819345754805e-05,1.8052031073179042e-06,0.6069240493930576,0.4571170970738487,2
393,-2.5135574239582793e-07,0.00011564923323420633,1.3374745147659853e-08,-0.0070031768110436834,18.364978821903705,658,2.7229073676952156e-09,3.7610288543737165e-09,1.1783478837214966e-09,3.831500932004701e-09,2.535818995329818e-10,0.23178873889117907,0.320159306714322,0.1003074042045295,0.326158274653857,0.021586275536112427,26.85546875,5.390219331189951,7.073188422143925e-06,0.00023136375277398822,1.2859011862108392e-05,-2.906378347750588e-05,0.0002520569185444338,1.5450574487074248e-05,1.385402336517122e-05,0.00016053429029577138,1.2306553161656441e-05,-3.912710288549446e-07,0.00010268106756879866,9.932028555741216e-06,8.673836444427311e-09,2.8637140324130432e-05,1.5401212848548682e-06,0.5041342171129727,0.42750174887333564,3
394,-4.5841977321093563e-07,8.87476506445641e-05,7.876145494929598e-09,0.23962622855707633,1.6268191231101277,704,7.696702117038068e-10,1.1416307370645305e-09,1.0988780626428415e-09,3.889556599805475e-09,2.6625159706842277e-10,0.10740602645982114,0.1593124162634026,0.15334636117859032,0.5427802878727579,0.03715490822542796,28.80859375,5.582405435887761,-2.8314218800651545e-06,0.00012822667465060196,3.9480232900354176e-06,-5.648815333903037e-06,0.000129864517520116,4.055208486098171e-06,8.219930281803846e-06,0.00015521338538531512,1.1451253309632224e-05,6.127387393763793e-07,9.68763397498329e-05,8.841047414266695e-06,-3.531081801241524e-08,2.9915501098509137e-05,1.68069441441243e-06,0.6276935177613243,0.5565649112567956,3
395,6.096033749851796e-07,9.059785390811699e-05,8.207971132756508e-09,0.3289713767438573,1.6421318716355415,668,9.59741310302354e-10,1.1142513343407954e-09,1.1401820170525526e-09,3.911771871545194e-09,2.580176152476564e-10,0.1299764314942952,0.1509015092616444,0.15441326557441915,0.5297658267132713,0.034942966956370024,28.3203125,5.565477097408059,5.4186921543542965e-06,0.00014418685955042176,4.996611046002409e-06,-2.0407760861781195e-06,0.00012835148374071086,3.954784354914212e-06,1.2172628817045852e-06,0.00014368085672370826,9.786047730628648e-06,2.7203385908622796e-07,0.00010386595658443532,1.0162494705122314e-05,2.677225419637932e-08,3.2744642810428066e-05,2.0136147924288205e-06,0.6275009843979564,0.42222794267922237,3
396,-4.627829866517116e-07,9.215094297482799e-05,8.49179629115e-09,0.27569262940773326,1.5363991135904467,625,9.087424685541248e-10,1.0669356500129817e-09,1.1216014350505455e-09,3.97623915594581e-09,2.5287412432165834e-10,0.12403681991376742,0.14562905296018577,0.15309053998074662,0.5427280854440952,0.03451550170120505,28.3203125,5.580244003466095,2.0911858888492645e-06,0.0001628540846223704,6.366198224786855e-06,-9.476724791751775e-06,0.00012254225624753408,3.625539090963577e-06,-4.047660456832745e-06,0.00016140055558222364,1.2355531853379103e-05,-4.849504736111751e-07,9.253164828293077e-05,8.065725326484623e-06,5.565249774083311e-09,2.982197492243431e-05,1.6701997117445625e-06,0.6305635964827588,0.45652568386473447,3
397,1.8481138358481316e-07,9.124257335041125e-05,8.325207191605177e-09,0.3474487173857504,1.7192895044697698,664,9.422435053037315e-10,1.0266345406446909e-09,1.1542959772322143e-09,3.898243400721554e-09,2.5405135055464014e-10,0.1295096624717597,0.1411090573639823,0.1586558905021747,0.5358064918658918,0.03491889779619142,28.3203125,5.582459141728586,-5.349241653473541e-06,0.00015431810314258873,5.722245922510538e-06,2.2499609243474023e-06,0.00012912590813782664,4.002854994379088e-06,3.5069453195587927e-06,0.00014673293605364088,1.0211312411299817e-05,-6.405558443899198e-07,0.0001019661832104365,9.79445708613703e-06,-2.7564290181564286e-08,3.1650215732735566e-05,1.8812619277198975e-06,0.64463025299718,0.3547898631172357,5
398,-1.0064373410066628e-06,0.00010137497501498415,1.0276885559288662e-08,0.2584303767826338,1.261582122525689,810,1.3405721368437671e-09,1.1433670689037195e-09,1.181775261727002e-09,4.165917104708805e-09,5.57818307901372e-10,0.15979261524955174,0.13628629829685335,0.14086445221305446,0.49656618303401345,0.06649045120652684,35.64453125,5.702794031784526,-9.534345724432723e-06,0.00020728437850057405,1.033385215650294e-05,5.773297935301828e-06,0.00012851340409834948,3.971766240478903e-06,1.5899955858579995e-06,0.00015774541853522732,1.1796032803383298e-05,8.973301111365982e-07,0.00010673048729926622,1.0731454397480085e-05,-1.641828118088559e-08,3.909387312708701e-05,2.8702059666257844e-06,0.8174899838634094,0.5270303794345518,4
399,7.921239776819928e-07,8.794908590979238e-05,7.73504171236804e-09,0.27702680550814757,2.2100643103528155,700,7.267640638428286e-10,9.457942539775038e-10,9.797305560085627e-10,3.5047857839601765e-09,2.0585217662907337e-10,0.11421851653418975,0.14864138447444392,0.15397482660165676,0.5508134660612783,0.032351806328431154,28.3203125,5.563019558790433,-1.965582592084543e-06,0.00014204489352842424,4.843347670182644e-06,-3.559601526118201e-06,0.00012184446566951981,3.5660986985557283e-06,-1.1557457982666313e-06,0.00013663883043322963,8.85029371626226e-06,1.351733550454189e-07,0.00010576816246583708,1.0538080960367957e-05,-1.8177828391427716e-08,2.8264122551746734e-05,1.5002608717126672e-06,0.5419258862216864,0.28765553844324987,3
400,1.2415171824779048e-07,8.985066317686019e-05,8.07314167332158e-09,0.19418715220022073,2.302932036170499,716,6.690465197002908e-10,1.085347443496166e-09,1.0506623970715049e-09,3.8490601572950195e-09,2.1169674506040606e-10,0.09744606998598328,0.15807995382057058,0.15302810561294714,0.5606124154655957,0.03083345511490331,28.3203125,5.519665118560842,6.354404843869796e-07,0.00014476819459872156,5.029976148475803e-06,-1.2124489178417896e-05,0.00012775884118438097,3.952637937267229e-06,-2.1333434283004904e-06,0.00014899021459431472,1.0524049084346394e-05,-1.1008435727644222e-06,9.837514371957768e-05,9.117505674430945e-06,-1.1259461141657874e-08,2.9777883811636503e-05,1.6652648382384526e-06,0.5933692918188581,0.4164789743815042,0
401,1.512426538951264e-07,9.40877439569496e-05,8.852503562908506e-09,0.3226934902818645,2.287790683412222,705,9.113427647045446e-10,1.0953383456842304e-09,1.104664213505941e-09,3.784704135709702e-09,2.143980615522798e-10,0.1281695367264719,0.15404633005519253,0.15535790261007915,0.5322736894476118,0.03015254116064447,28.3203125,5.54059240661504,6.759126523422881e-07,0.0001659496640241062,6.609539483430556e-06,-2.9767160945635826e-06,0.0001322890207924285,4.202219006622531e-06,6.6400578787153406e-06,0.00015078313772156338,1.0797551725161712e-05,1.7618908385690705e-07,0.0001048998338511967,1.0365773825895028e-05,-7.9932953428837e-09,2.895882683051931e-05,1.5749165573198324e-06,0.6025616945216796,0.3733031549960923,0
402,-1.5176748735919637e-07,8.662226752847284e-05,7.503417231774322e-09,0.23645547059006972,2.348612850045231,780,7.049671171349968e-10,1.0571222665373894e-09,1.086878471623892e-09,3.848174799987467e-09,2.3131234251565806e-10,0.10174954118326618,0.15257691171742468,0.1568716939013248,0.555416005618816,0.03338584757916835,28.3203125,5.528367875547188,8.706415755971079e-06,0.00012404078219778876,3.710860157653222e-06,-4.734941868824448e-06,0.00012791949665129284,3.932596151525105e-06,5.496148318316355e-06,0.00014376623620876737,9.811296763666743e-06,2.96726183032295e-07,0.0001041110951108385,1.021053409765262e-05,-2.335729973188949e-08,2.9331173084424893e-05,1.6156776924151067e-06,0.5685460982947682,0.5624974292391484,0
403,5.542918212445466e-08,8.980495554792117e-05,8.064930040964097e-09,0.3494255403192777,2.5760152381228014,823,5.50590038436348e-10,1.0815250656385503e-09,1.1392974648232662e-09,4.107586618287629e-09,2.080658239705682e-10,0.077689429625609,0.15260549521360792,0.16075730405037905,0.5795892392438227,0.029358531866581414,28.3203125,5.552448697280916,1.8327853935271212e-06,0.00011706722771438696,3.2899427776874055e-06,-8.143817625018027e-06,0.00013329776617357103,4.280307895769656e-06,6.17513587346884e-06,0.00016154149431835257,1.2387414890899851e-05,-1.361900909052035e-07,0.00010006023359623318,9.431368899159343e-06,1.0866566730821689e-08,3.0120150708565852e-05,1.7037659147697282e-06,0.583168628468963,0.32795252922449647,0
404,-2.1096477292232026e-07,9.224570313233351e-05,8.509269746378603e-09,0.32157757067738235,2.1879321245624643,736,7.572360239451293e-10,1.2412751945893537e-09,1.2311270160326987e-09,4.555319986392316e-09,2.4483084827888973e-10,0.09430335185840091,0.15458378593587224,0.15331996960531233,0.5673025713518999,0.03049032124851463,28.3203125,5.5221913206659545,-8.984220182857505e-07,0.00014043499692109412,4.733470925364158e-06,7.059294934227177e-06,0.0001277303026235578,3.927567324785774e-06,4.041908972884138e-06,0.00016464218220996286,1.285648458053575e-05,-3.386620154815585e-07,9.834208190632351e-05,9.11034553922419e-06,3.458769428550485e-09,3.074239921676539e-05,1.7748886383010667e-06,0.6143716245628491,0.36883054646511726,0
405,1.6314443180047664e-08,9.330977766130265e-05,8.706714607201735e-09,0.28804786796720383,1.9585698676610308,727,7.836467565051312e-10,1.1911629571108645e-09,1.141798788622599e-09,4.352110094450463e-09,2.419262355121771e-10,0.10163180558290814,0.15448292367667146,0.14808084323300863,0.5644288109698892,0.031375616537522716,28.3203125,5.559253731989727,-1.2598426976079966e-06,0.00014063857057947533,4.747390737182587e-06,1.3195827365409636e-05,0.0001328644194843414,4.278500117944495e-06,4.095502249759283e-06,0.00015763242155597852,1.1785893142068483e-05,1.0607844895099558e-06,0.00010334339058184764,1.0061484705525744e-05,8.7355694314323e-09,3.104186551140575e-05,1.8096360876066689e-06,0.5855404437176575,0.3433102054159275,0
406,2.2496650058485094e-07,9.22125139944144e-05,8.503147737170071e-09,0.33320900849844526,2.2582384914284974,751,7.744967987415789e-10,1.2012157903944967e-09,1.2390323722855129e-09,4.486779217540697e-09,2.388267547849657e-10,0.0975393663584683,0.1512799371737104,0.1560425203651273,0.5650605691080298,0.03007760699466433,28.3203125,5.546089278149605,-1.6658015135464304e-06,0.000125394415639078,3.774368248355612e-06,-4.862225705007028e-06,0.0001313317452189829,4.1452004498568644e-06,5.45669994580522e-06,0.00015397520005394592,1.1251877320020877e-05,-4.5603636215707817e-07,0.0001087972119799655,1.1150492908158083e-05,3.498912523521349e-08,2.997538227390943e-05,1.6874295118736583e-06,0.5857047133535566,0.35486522661556386,0
407,-2.5308585549922193e-08,0.00011714562801524654,1.3723098163086514e-08,-0.0030930457529274816,16.662702521479254,733,2.365841434774267e-09,3.1579144641798217e-09,1.2262511856514417e-09,4.170274126108835e-09,2.3611586822349234e-10,0.21206142252149976,0.283058629218356,0.10991462359891072,0.3738011561081747,0.02116416855305868,27.34375,5.45641088024104,7.822162834614709e-08,0.0002019413032201825,9.787271055573323e-06,8.171783827765503e-06,0.0002627742645970535,1.6588102124508e-05,-6.423322581390653e-06,0.00016618856994901228,1.3110792531119434e-05,-3.2744227253712234e-07,0.00010431788875697567,1.0251154043431626e-05,-8.125405047539999e-09,3.0406866131117497e-05,1.7363566838553905e-06,0.47411541302253474,0.38476214318699087,0
408,2.579513408731704e-07,9.288094927619605e-05,8.626870738447304e-09,0.2634565092385969,2.3183490792597095,773,7.868064750690683e-10,1.0882871882222496e-09,1.154424907121116e-09,4.224871443772796e-09,2.1226756303431244e-10,0.1053759954748135,0.1457529258530039,0.1546106668455264,0.5658316857415159,0.028428726085140403,28.3203125,5.554158247548048,2.0845318419042728e-06,0.00014305970280740238,4.912901721682128e-06,8.159366839358968e-06,0.00013272811178058848,4.24399846177431e-06,5.3616012539303054e-06,0.0001556692440316097,1.1500026984749645e-05,-7.079306796484543e-07,0.0001032366342890426,1.0040122203316463e-05,-2.0849437414957716e-08,3.071868131583734e-05,1.7721518193551014e-06,0.5595140496551765,0.250795522413276,0
409,-1.1997086475171495e-07,9.423670754125609e-05,8.880557048216233e-09,0.23383316543601232,1.5024278546338445,773,9.34190114400349e-10,1.260288995254915e-09,1.2311534600360141e-09,4.353672396969037e-09,2.616872183703725e-10,0.11617846316769971,0.1567330207833183,0.1531096451415486,0.5414347255645817,0.03254414534285159,28.3203125,5.5627870432290285,-7.65903852066683e-06,0.00014213639034131218,4.8627394392765415e-06,1.5585021068788996e-06,0.00013801823391245747,4.572350837071434e-06,6.916630580581036e-07,0.00015369084305961263,1.1196521624488011e-05,5.095711009913624e-07,0.00010931630904166291,1.1257196810257759e-05,2.5346618787857226e-09,3.3222674627872745e-05,2.0728352055738314e-06,0.6929330808540216,0.2596907823334116,0
410,2.1495459876635635e-07,8.765599028705311e-05,7.683572633203949e-09,0.2555172929400882,2.487471162500632,809,6.679077648970614e-10,1.0053409967836342e-09,1.1338812298549881e-09,3.866742688923352e-09,2.3651198966910285e-10,0.09665276200676054,0.14548263877834058,0.1640836630638628,0.5595553465552087,0.03422558959582741,28.3203125,5.572409397802913,2.295102612943867e-06,0.00012935964689784102,4.017404577969133e-06,3.8460952903474624e-08,0.00012371686998290042,3.6734076954265886e-06,-8.118455835735351e-06,0.0001538320956212029,1.1248125687006287e-05,-9.894508183922028e-07,9.351227544343889e-05,8.238284240582768e-06,8.189399248218859e-09,2.9913952728571863e-05,1.680518224367538e-06,0.5832537746474846,0.43030146231138816,0
411,3.1074072261563177e-07,9.173939179540462e-05,8.416116006990753e-09,0.28018122968470893,2.540047191280471,693,7.436977154544277e-10,1.1945630652516568e-09,1.185150460053315e-09,4.151590793413974e-09,1.945148792246069e-10,0.09956436595256465,0.15992507669525238,0.15866494095856792,0.5558044571754456,0.026041159218169515,27.83203125,5.50648639756725,9.262899464733885e-07,0.00016083097947915522,6.208190873589452e-06,-1.008104441316813e-05,0.0001277570449804204,3.941637599661463e-06,6.623024857806559e-07,0.00014030597571716176,9.331261391134014e-06,2.297805945909615e-07,0.00010731424308617468,1.0848448393319987e-05,-3.730958939231904e-08,2.5891921309856435e-05,1.2589980185457234e-06,0.5733242187431905,0.4374044203066766,0
412,-6.150241708907645e-07,9.577022086158899e-05,9.171935203877535e-09,0.3965973078165827,1.889890224551733,779,6.883334970135636e-10,1.3755342769307777e-09,1.262252746885832e-09,4.467340925283655e-09,2.2869849496225959e-10,0.0858040106491857,0.17146682278018313,0.15734574680101857,0.5568750758021422,0.028508343967470453,27.83203125,5.482563857879108,1.4559818976810174e-06,0.00015114516664385463,5.483275507940389e-06,-8.47815948927466e-06,0.00013515759759158823,4.401469290013266e-06,-2.701115575200641e-06,0.00015230618702358128,1.0998919079100025e-05,-2.2158143917095315e-07,0.0001131448925897792,1.2059310500072622e-05,4.6979729514485275e-08,2.9563896731279924e-05,1.6414211980275401e-06,0.5608076225864171,0.34596463019997337,0
413,-1.449711553432087e-07,0.00010222156022772496,1.0449247375390403e-08,0.2853113169256658,1.824530327993748,762,1.0496989100662265e-09,1.2578887729084437e-09,1.2839051657817742e-09,4.465224507222952e-09,2.5507782560588275e-10,0.12629027630418835,0.15133779712176823,0.1544678541437422,0.5372154161252221,0.030688656305079047,28.3203125,5.487241302464927,1.6741286999212729e-06,0.0002029061447246407,9.881689505740978e-06,3.8399270769021774e-08,0.0001376455890166997,4.547114316061966e-06,-8.839678683068049e-06,0.00015497069149805797,1.1420582137595311e-05,1.6250477484353442e-07,0.00011122167924452677,1.1652811617951336e-05,-8.46076207840834e-09,3.21644000338227e-05,1.9428824607038653e-06,0.5573325395257114,0.43728442897743164,0
414,-4.9567612869790115e-08,0.00010406141489249925,1.0828778069428865e-08,0.07130880329404096,1.876672335622314,605,1.1497401537508007e-09,1.25516366646232e-09,1.2352805933184936e-09,4.409785169718672e-09,2.3036429572167936e-10,0.1388519074901778,0.15158370239753582,0.14918246188786027,0.5325612752062315,0.02782065301819447,27.34375,5.255885921806933,7.969278793385709e-06,0.0002326480261665305,1.3005267236080648e-05,1.1068496774950631e-05,0.0001384708865451012,4.6312075299464106e-06,-1.777188632950978e-05,0.00014987054139526407,1.0796307063742004e-05,-1.743586291475364e-07,0.00011003754443484344,1.1406010674183165e-05,-2.436328929000996e-08,2.875593821471886e-05,1.5529267940633987e-06,0.5707490239923281,0.5713288825988596,0
415,-1.0101639359099025e-07,9.34675137325195e-05,8.736176123338722e-09,0.17318785912090767,2.004122566811927,721,7.010148287896452e-10,1.1843886741295637e-09,1.3065786411248482e-09,4.105026969523192e-09,2.455958018440448e-10,0.09294067986476517,0.15702647658365118,0.17322644574094087,0.5442452595038709,0.03256113830677192,28.3203125,5.516668874187617,8.851484710117055e-07,0.00013679744670869044,4.491437979319856e-06,-5.510694154383646e-06,0.0001340606633148725,4.320631007636823e-06,-4.836229493052e-06,0.00016544031908390574,1.2984703051495362e-05,2.686651389620751e-07,9.881669934537172e-05,9.198453139943194e-06,6.072097635855283e-09,3.224460742492664e-05,1.9525842908433315e-06,0.603808913968119,0.3883342715164393,0
416,8.148599905231669e-08,0.0001176059837593556,1.3831167416005814e-08,0.44829343689832657,18.083352028610232,673,3.173181960276775e-09,4.197814901887429e-09,1.3773824316905069e-09,3.997726854095104e-09,1.96765698474707e-10,0.24516830560702566,0.3243341162376632,0.10642015528192145,0.30887479235912235,0.015202630514267488,25.87890625,5.314530456666409,8.26567167948017e-07,0.00020182759735826365,9.776414944486205e-06,-9.860316815194818e-06,0.0002656775331229528,1.6963626588958494e-05,8.1556453026758e-06,0.00016199112383114147,1.2469820767679772e-05,-5.043826607756437e-07,0.00010900543356525426,1.1193257489597735e-05,-1.66943569694086e-08,2.7992627823032717e-05,1.4715773083616336e-06,0.463536437712234,0.4190167151850018,0
417,8.61826154528296e-08,9.75765037029329e-05,9.521174074888478e-09,0.3515250043158066,2.034314685121763,695,9.226384161212072e-10,1.2443811995483192e-09,1.259964509909848e-09,4.434745944370877e-09,2.3389404680818666e-10,0.11396754627123672,0.15371034791158025,0.1556352532847522,0.5477954362024641,0.028891416329966658,27.83203125,5.489160005575823,-1.0368139556327592e-07,0.00016318687684443393,6.391192205777337e-06,-4.354755601564364e-06,0.00013740147814679337,4.535551222385543e-06,2.9279397001902004e-06,0.00016727037351400238,1.326628862535446e-05,3.517976281337006e-07,0.00010513841897658655,1.0413066673892305e-05,2.6326996317182217e-08,2.9371192073634304e-05,1.6200897846077865e-06,0.5541763336247312,0.42654437891361596,0
418,-2.424639943038469e-07,0.00010654274825744659,1.1351357206249639e-08,0.3775717886836214,1.4696578505685371,620,1.4416701894075458e-09,1.123091361165922e-09,1.22438456534693e-09,4.188802145980684e-09,2.296781465142909e-10,0.17565007441486188,0.13683509766165813,0.14917644936806024,0.5103548745451982,0.027983504010221427,27.34375,5.152502336063075,-3.7264493062392215e-06,0.0002442594829183062,1.4322379540788066e-05,-4.657872450533332e-06,0.00013235815207383633,4.2096902870798936e-06,-1.4041559953599924e-06,0.00015988790702603804,1.2118338257465262e-05,1.647341640839174e-08,0.00010643434056871123,1.0671229514497004e-05,-1.4668616472220665e-08,3.0278543403181102e-05,1.7217323820672933e-06,0.5233928298356001,0.5598164919324384,0
419,-1.3183967496551221e-07,9.764741760045452e-05,9.535018164037557e-09,0.28806296093088035,2.330687427998348,715,1.0970928787954468e-09,1.1537170834021341e-09,1.2364298761232463e-09,4.259011507034644e-09,2.2019762510458729e-10,0.1377141663573714,0.14482200133085235,0.15520464396470526,0.5346185637825893,0.02764062456448158,27.83203125,5.475515068241258,4.515807852803323e-07,0.000173161775957403,7.196449098702593e-06,1.2921388255443917e-05,0.00013117583388922626,4.169774801035634e-06,1.4973957122649044e-07,0.00015527401366336154,1.1428159785266696e-05,1.0090631985818023e-07,0.00010781439583472297,1.0949764791676798e-05,6.656151072392001e-09,3.296066272917427e-05,2.040269213215661e-06,0.5921714192047568,0.43710274717478736,0
420,6.16024479558625e-07,0.0001174407517360067,1.3792330168318359e-08,-0.03899778642220724,14.66675229441606,720,2.815364651229699e-09,4.639014152491194e-09,1.3238334333062808e-09,4.20039166171466e-09,2.116695730922009e-10,0.2134424776894514,0.35169961884392714,0.1003643659195649,0.31844613917095826,0.016047398376098216,25.87890625,5.325957016408128,6.118941049791406e-06,0.00022957102539142497,1.2657671313321864e-05,-2.705188746313107e-05,0.0002458211488806243,1.4678362044553914e-05,-1.0342755696512654e-05,0.0001678795885361811,1.3409710671333249e-05,-1.7784270717575847e-07,0.00010655959746227313,1.069639063186787e-05,-4.6617956608663893e-08,2.758679309858849e-05,1.4292205875392348e-06,0.45484662205317616,0.37549023877842064,0
421,-8.129292187801015e-08,9.835700406026728e-05,9.674100247711434e-09,0.4158492752028987,1.9830202069439613,753,1.013479402387211e-09,1.236761563823348e-09,1.2804591365387471e-09,4.418636429652026e-09,2.3512311808737024e-10,0.1238297267830864,0.15111096109435884,0.15645005183235153,0.5398812650250141,0.028727995265189047,27.83203125,5.48904844212895,-7.646854366639997e-06,0.0001775648930521597,7.581063750319083e-06,-7.597327916276139e-07,0.00014172572697244515,4.820822131147858e-06,-1.5699749427968676e-06,0.0001581349309812831,1.185432345722591e-05,-1.9429707444171473e-08,0.00010971282271615223,1.1338763422799534e-05,2.8313026222331473e-08,2.9434338615615443e-05,1.6270636895856567e-06,0.5874995489202655,0.4524585687650386,0
422,-2.2469220555334435e-07,9.130666340315006e-05,8.336906781816142e-09,0.2652674864755087,2.0484565470128446,822,6.053314162790679e-10,1.2045112994479541e-09,1.3653735812677333e-09,4.71167059838616e-09,2.7718388951994173e-10,0.07414578244453805,0.1475380764306518,0.16724176176827626,0.5771227029413094,0.03395167641522449,28.3203125,5.480771278201222,2.8708576179989074e-06,0.00010555710372919527,2.6761305530781395e-06,3.7317335250162755e-06,0.0001285046644184934,3.96656990697872e-06,3.7519094888783e-06,0.00015960876449993167,1.20818023672235e-05,-1.2897105165578312e-07,0.00010602037015704962,1.0588396061507322e-05,8.511705434506161e-09,3.357213662476574e-05,2.116672071542003e-06,0.627335121339642,0.20901807234006314,0
