timestamp,sleep_stage,slow_delta,delta,theta,alpha,beta,gamma,theta_to_alpha,delta_to_beta,theta_to_beta,slow_delta_to_gamma,spectral_entropy,spectral_edge_95,spectral_edge_50,variance,skewness,kurtosis,zero_crossings,hjorth_activity,hjorth_mobility,hjorth_complexity,spindle_density
960,4.0,26.81788196352578,0.3024607927767894,0.06719962608515766,0.1253450264200717,0.16727365352913048,6.144335645198396,0.5361172118580971,1.8081795094065047,0.4017346705053186,4.364651202615639,5.20405343134724,34.5,2.5,22.396865370032906,0.0247537609513852,2.9991079690611704,844.0,22.396865370032906,0.6777650942196893,2.057473177966085,0.0
990,3.0,2.6342640042278727,0.33622257804003275,0.17642184090295648,0.13870141741566727,0.17585574523658945,0.9409595267686559,1.271954131284031,1.9119226248676224,1.0032190910837553,2.799550808518013,5.36241496338597,30.5,4.0,5.0373396743972725,-0.24540601918870375,2.8616256256948134,757.0,5.0373396743972725,0.6142613496330228,2.092283071516114,0.0
1020,3.0,6.584275067221757,0.5513442927854123,0.09450459635124486,0.06293242200437937,0.09171646711523367,2.1076455443948148,1.5016837639145952,6.011399153424641,1.0303994399407375,3.1239954386162943,5.014812579684985,41.0,2.5,9.305475363096992,0.924430805936161,8.316060135899507,910.0,9.305475363096992,0.6588911335997194,2.391102231443361,0.0
1050,3.0,3.59851988349953,0.5947497495259855,0.16637144758406933,0.0568658296927159,0.07929521154909602,1.356677614848218,2.9256839911950774,7.500449748370937,2.0981272933071167,2.6524502533616867,4.761005095632376,31.0,2.5,10.791648780203117,0.6736910038064611,1.6617587829509883,723.0,10.791648780203117,0.5286467582195719,2.7898537375852057,0.0
1080,3.0,5.995123490135643,0.5153856135584152,0.1259399954313339,0.07938914131103744,0.10110976448672646,2.706405851316763,1.5863629880397287,5.097288240797326,1.245576983272636,2.215160555833592,5.178579165285271,40.5,3.0,10.831066423409055,0.48962505148855323,2.049825827776287,912.0,10.831066423409055,0.6677726224575954,2.3070485646356005,0.0
1110,3.0,12.103830052950855,0.585624221072051,0.0982915430393952,0.0670607286792527,0.06419162106208418,1.330914549889947,1.4657094393874106,9.123063281002077,1.5312207638785755,9.094370523669067,4.464297209885502,23.0,2.5,15.984106193546966,0.41689985798850937,1.7205342102542804,613.0,15.984106193546966,0.4529893212718714,3.1326968855720216,0.0
1140,3.0,19.381933205156933,0.46319287142237375,0.0868537770480894,0.0801240381784711,0.06184791618275666,1.4644776677005236,1.0839915089280296,7.489223566443271,1.4043120998509846,13.234707248398236,4.521405511965192,28.5,2.0,13.348169939140503,0.42052145501143917,2.668272712746581,704.0,13.348169939140503,0.4952865110730214,2.910134004494959,0.0
1170,3.0,4.17955487037836,0.6044374318458988,0.13231409345489933,0.06756154894410998,0.08515169119302186,1.3513988392150595,1.958423030834325,7.098360858876825,1.5538633654599339,3.0927619210452466,4.6626013753070445,29.5,2.5,11.643801750304084,0.31926500867618257,0.8094273646542121,708.0,11.643801750304084,0.5249956569673586,2.820034331523027,0.0
1200,3.0,10.05138481866324,0.5344410787330174,0.13452858575985244,0.10450735940653666,0.061782571824767395,1.3574463656291338,1.287264232126214,8.65035337532323,2.1774520189652975,7.404627595186257,4.650854771352852,22.0,2.5,15.651793709279184,0.13309159530187453,0.36791410643189293,593.0,15.651793709279184,0.45143426206725973,3.0261519614241745,2.0
1230,3.0,11.181288528936419,0.5585069319765443,0.11228045721130203,0.08663169688447361,0.051130848474147755,0.697338967731099,1.2960666966842753,10.923091414008624,2.1959435557681553,16.03422301741298,4.333687536322928,15.5,2.0,14.29855442506609,0.44311797197407365,1.2983238828355077,480.0,14.29855442506609,0.3818935287966725,3.3711267125612525,0.0
1260,2.0,17.996240136875397,0.48585941016756523,0.11524566462126572,0.07744202991161421,0.04698502931422174,0.7635364832351782,1.488153974664922,10.34072804133322,2.4528167013996898,23.569587740282717,4.351294374686805,16.5,2.0,14.802461362116855,0.4102266617573708,1.4630321110776485,533.0,14.802461362116855,0.38427410198124756,3.424997212628785,0.0
1290,2.0,16.4547228270449,0.5347194913187121,0.08872916443244462,0.10462827856187701,0.04640583876231931,0.8156635499818529,0.8480419027334273,11.522677007140924,1.912025874252581,20.173419328831905,4.231836206713801,14.5,2.0,17.861355807483157,0.3984083301171183,1.0811491741531354,467.0,17.861355807483157,0.363941833462807,3.476781317960294,2.0
1320,2.0,50.21513821724919,0.43962834823360114,0.05414801425754848,0.05371935460384213,0.025479049235453,0.7006021122324129,1.0079796128606189,17.25450365735806,2.1251975988343186,71.67426037308854,3.5450111078160598,11.5,1.0,27.173256849372155,0.21375464850035147,0.9265853838172009,354.0,27.173256849372155,0.2810989922438586,4.427389913258669,2.0
1350,2.0,27.882909238469253,0.5176678685794958,0.07802333415562178,0.052292899733794584,0.0311150624288374,0.7003327157077113,1.4920445137128944,16.637211310270214,2.50757440488034,39.81380365232716,3.9180396524741092,12.5,1.5,19.888506595956745,-0.06637025795851628,1.0988975507395917,434.0,19.888506595956745,0.3142199273412314,4.153096235050546,0.0
1380,3.0,48.66197325346844,0.39339940428719034,0.08482930765674893,0.054078781295129434,0.02853244505339918,0.5309955065444789,1.5686246180808194,13.78779153131198,2.9730823101677624,91.64290967540978,3.67653468848514,11.5,1.0,26.13298858417714,0.19425494834265183,0.38304827198866587,342.0,26.13298858417714,0.2732964177927502,4.35294817897664,0.0
1410,2.0,48.90593431424376,0.3364944657831811,0.07227291856428382,0.04571009646156845,0.02258270991763828,0.6094451949521813,1.581114986781502,14.900535276531384,3.2003651831198043,80.24664844565126,3.5225111668277993,10.5,1.0,21.23549204556187,0.2841015185715993,0.8211513801050261,387.0,21.23549204556187,0.2820184911331741,4.659543349370559,0.0
1440,2.0,66.93750427901222,0.4205089629114128,0.06167750947442819,0.0360449467220678,0.01871305662847569,0.5507978184362494,1.7111277746872993,22.471420422899026,3.295961247630276,121.52826686369109,3.355068095296595,10.5,1.0,28.95300784011016,0.13721048872412064,0.2561682431700709,379.0,28.95300784011016,0.25344928651379106,4.8265812354559205,0.0
1470,2.0,47.57908935193895,0.41852263974383563,0.06556286318469509,0.054167688500907675,0.023475174883577664,0.5518083141008528,1.2103684871562193,17.82830764001609,2.79285941456467,86.22394430726287,3.6594064281268954,11.0,1.0,24.272786707855342,0.25876856557738803,0.26008262404812754,317.0,24.272786707855342,0.27807423925762387,4.408582536142984,2.0
1500,2.0,34.83440081419161,0.4674097077207614,0.0799209253585242,0.048270318856588,0.030343460092358127,0.6212097032965593,1.6556949953909355,15.403968640419668,2.633876463412069,56.07510736508007,3.8620540376556947,12.5,1.5,20.068494340112228,0.039204712324599496,0.0679676518297021,373.0,20.068494340112228,0.30392768272153914,4.170123443281952,0.0
1530,5.0,83.80374972966808,0.46241078734952074,0.04281089760844721,0.03862918999364449,0.02731039124155148,2.3430911005298425,1.1082525316978957,16.93167934692769,1.567568081651357,35.76632155153546,3.4760418315624393,13.0,1.0,39.150962029752066,0.5021460836226902,1.360353726546986,486.0,39.150962029752066,0.3462573103245733,4.138403384068176,2.0
1560,3.0,17.315854725691874,0.19499709438672488,0.09882450580242347,0.13031543475558605,0.1840032226688214,4.940887844797443,0.7583484334487256,1.0597482563434502,0.5370802987475245,3.5046038827969586,5.112718711604096,36.5,2.0,15.72145571414003,0.08109328996128182,1.9355657139657358,887.0,15.72145571414003,0.6852626281942068,2.090705704453826,0.0
1590,3.0,19.66166713998482,0.2314789648572895,0.07730752760492098,0.09693525329192615,0.12098566921236577,2.5934908009801063,0.7975171568429167,1.9132758975520174,0.6389808653111173,7.581159390191924,4.779366878112924,37.5,1.5,10.635887265608359,0.06459441346733119,1.2013561493303655,908.0,10.635887265608359,0.6411867355629921,2.335313735776215,0.0
1620,3.0,2.853555681851734,0.39676815740086924,0.18817539722000295,0.1489638056615069,0.11759159715295577,2.0239955266643124,1.2632289862663098,3.3741199796317534,1.6002452706749457,1.4098626425393386,5.500789244995199,38.0,4.5,7.965635985978184,0.09267276967000841,0.8988541084668,912.0,7.965635985978184,0.6685486676202301,2.2102425614225747,0.0
1650,3.0,25.20557607070627,0.49294756069569234,0.07424169362831151,0.05357123795457542,0.04745738993789367,1.5127466082927403,1.385849878801424,10.387161226689928,1.5643863626618992,16.66212697544015,4.169332184242487,22.0,1.5,17.316780561285942,0.19070625619438494,1.228054762200471,585.0,17.316780561285942,0.42889348779341663,3.417094058567237,0.0
1680,2.0,7.08801973627933,0.6048257993915076,0.09284482635326756,0.0814861431990868,0.06410809874217635,1.0946342511355154,1.1393940454912288,9.434467894701811,1.4482542482485352,6.475240225928498,4.683213951383659,28.0,2.5,11.682565158306133,0.48192594925614507,1.4493710911886524,617.0,11.682565158306133,0.4869159887038326,2.9568939051429557,2.0
1710,3.0,49.635517916579815,0.41091543605731395,0.06695851120845943,0.04870466756926466,0.027314566007720004,1.1048289482641778,1.374786330530367,15.043820792464693,2.451384773508006,44.925975183824356,3.7267397119407075,12.5,1.0,24.42818941443644,0.3814712470852133,1.5138591242897919,505.0,24.42818941443644,0.3341439596269078,4.163547132132894,0.0
1740,3.0,31.85764184308917,0.4012398562372501,0.09826683204602574,0.09498181804698076,0.062036358093151125,2.6141287318318702,1.0345857140404415,6.467817721155086,1.584020001575434,12.186715005249958,4.3280948171013645,24.5,1.5,24.084918725562847,0.5919458957751867,3.335168121542141,579.0,24.084918725562847,0.4547852157440136,3.1144339288947402,4.0
1770,3.0,60.35445103656403,0.20221562988450043,0.04496977194588592,0.025475142184373682,0.033254991630710086,1.1474612903159611,1.7652412543345082,6.0807602095709825,1.3522713354957343,52.59824583248922,3.031923417715359,13.0,0.5,22.383379894149414,0.2447452805967599,2.2397732408760334,565.0,22.383379894149414,0.3385850456166849,4.335936177373157,0.0
1800,3.0,32.75792211125185,0.41399761794625184,0.0905027275551813,0.07735508666708514,0.04674991358407959,0.9323955308344062,1.1699647877506778,8.85558038929668,1.9358907988199445,35.133074992780465,4.150591771361571,15.5,1.5,19.37020514242128,0.2584402667339308,0.6469904003201483,501.0,19.37020514242128,0.38811509395366134,3.4979993929039916,0.0
1830,3.0,68.5971745071723,0.30275525612982895,0.048258552695912726,0.03800657010384758,0.03253047529157083,1.6458815322015945,1.2697423777785637,9.306819325834244,1.483487476347929,41.67807534193926,3.4611582869715556,14.0,1.0,26.877893546278923,0.0526627011731405,0.659188291180032,482.0,26.877893546278923,0.3569334299737061,4.159559397556815,0.0
1860,3.0,38.2395476748387,0.43250791377012016,0.0704740193129051,0.0819804337182386,0.06425805399248759,2.0421606449137886,0.8596443823945982,6.730796949045848,1.0967344158942187,18.725043873607948,4.267065257731298,24.0,1.5,24.439780541580394,0.33381267331599584,0.901661924015241,547.0,24.439780541580394,0.45140264694727955,3.044770841322467,4.0
1890,3.0,30.031445833841527,0.25225385080116536,0.09594045356295196,0.07905246026404125,0.08225105293945141,2.1911586696181637,1.2136302050645367,3.066876857882803,1.1664343510812234,13.705737630449327,4.329988434424848,30.0,1.0,15.913504102681962,0.40528335466099047,1.5368687062247783,512.0,15.913504102681962,0.5308985773063065,2.7007911500428268,0.0
1920,3.0,38.745216383259084,0.3872501314337598,0.07259192543311516,0.048170669549713996,0.02499214349313597,0.22676407787686012,1.5069735610876593,15.494874680178985,2.9045898143779394,170.86134950886176,3.5744945015317158,11.0,1.0,18.16646118023588,0.09818115226621181,0.7628872397577453,322.0,18.16646118023588,0.24464400254338978,4.1899102343033405,2.0
1950,3.0,39.87937097601634,0.35391131700390344,0.08292496131686572,0.07270527010860962,0.029511899427828118,0.22242519308993236,1.1405632795487666,11.992156514887007,2.8098822143396904,179.29340828744483,3.754368580162483,11.5,1.0,18.527588225408806,0.04955990177315619,-0.09248852255372952,293.0,18.527588225408806,0.2583193761462283,3.8664961058607346,0.0
1980,2.0,33.55370329847172,0.36643848890625674,0.08575269672556284,0.07412688766599636,0.030479318674889025,0.2405038960582726,1.1568366003768202,12.022528876027236,2.813471575154403,139.51417766800103,3.6824254266422933,12.0,1.0,18.592171999916605,0.1519414878299019,0.2404152349880495,294.0,18.592171999916605,0.26321229994289974,3.9840699015325614,2.0
2010,2.0,76.92928561142323,0.4124537523416344,0.05020716902290917,0.03439264520549569,0.012484181991730391,0.2786163856531308,1.459822840668245,33.03810795083404,4.0216626971324185,276.11184964400024,3.1220603539245952,8.0,1.0,38.898508043704275,0.5188278172915411,1.3464502050691864,280.0,38.898508043704275,0.1896886210936557,5.2877988914111045,2.0
2040,3.0,49.58076158215687,0.4764674541887696,0.07825677960977288,0.044945756787521704,0.027791135459562317,0.7083441023303216,1.7411383232111803,17.144583922069547,2.815889970438774,69.99530512366202,3.863773976486926,13.0,1.5,29.326440515448777,0.19087430326217278,0.9417288432940305,386.0,29.326440515448777,0.2938063687475341,3.8446222273598596,0.0
2070,3.0,20.407274385204452,0.30394152489376525,0.11715880343167281,0.10319845163882946,0.10949299968309735,2.0638444582843327,1.1352767562816852,2.775899151260183,1.0700118159975396,9.887990493808896,4.757861847623265,28.0,2.0,14.997545205878684,0.30191195042580177,2.2314347654887356,648.0,14.997545205878684,0.5485088377983304,2.433036452518778,0.0
2100,3.0,22.81163696997168,0.3714265904538215,0.0875317754971823,0.05615245609540396,0.047437661473478825,0.9993368656365396,1.5588236308951562,7.82978289617189,1.8451958375462731,22.826774186058728,3.9895132832164673,20.5,1.0,13.045039293898064,0.16228787864959177,0.6037535616289964,506.0,13.045039293898064,0.4034045746765876,3.5057009769133565,0.0
2130,3.0,22.076805360569526,0.45188039971207494,0.09451346784594666,0.07536580836548276,0.05253044889435119,0.7734981238441028,1.25406294835744,8.602256580914268,1.7992130246872011,28.54151119074326,4.3012684295132315,16.0,2.0,15.208448929564122,0.42717850473307234,1.1412470526136884,482.0,15.208448929564122,0.394051224083016,3.369480845652542,2.0
2160,3.0,51.9248738465789,0.38092489280820213,0.06356317205531702,0.05979085110913813,0.023042534355221522,0.5071744133861554,1.063091942583904,16.531380052254537,2.7585148001928244,102.38070467645213,3.538072093539663,11.0,1.0,25.08921202111122,0.18130591827688447,3.349692235684733,332.0,25.08921202111122,0.2621611333919003,4.522750161835189,2.0
2190,3.0,27.24522109433142,0.4151003240249425,0.10568407645924298,0.05604003701562154,0.041379272238601196,0.4103003706581092,1.88586735635416,10.03160040170696,2.554034199691126,66.4031110768694,3.9642884117698194,13.5,1.5,17.065612452244775,0.03293795715290155,0.6063382060460145,387.0,17.065612452244775,0.30052021822297503,3.774722034702315,0.0
2220,2.0,45.84640217329137,0.3744381115623523,0.07301807015123321,0.062017482048677616,0.032432794315196224,0.3944362819761759,1.1773788250989428,11.545046285927755,2.2513653754092537,116.23272061072016,3.741453804759584,12.5,1.0,22.368652991772738,0.07334467180307908,0.331423981043542,349.0,22.368652991772738,0.28151504152914975,3.879039641004174,4.0
2250,2.0,44.15335272177965,0.41275606819052096,0.061715464034051905,0.07798421718336636,0.022039444023102515,0.39142197764021724,0.791384029516931,18.728061730593843,2.8002278082280454,112.80243632891705,3.711197841700801,12.0,1.0,23.90890480614917,0.07230745560605802,0.6985966210614061,321.0,23.90890480614917,0.26253253676480626,4.27161532117617,4.0
2280,2.0,43.39316660649731,0.4959647714402659,0.07047963909491162,0.03963916894803766,0.020784627669798324,0.3735467180716616,1.7780301899312363,23.862095549616107,3.390950283628754,116.16530006979256,3.470585788137359,10.0,1.0,26.38272090668411,0.24831750890030752,0.6636682473065818,315.0,26.38272090668411,0.23869636749886752,4.730322449818613,0.0
2310,2.0,52.95844866519808,0.44807165215781114,0.06835663503145291,0.04793810575182332,0.017511022801740737,0.35700318752689847,1.425935254601392,25.58797719646633,3.9036346307307825,148.3416689280225,3.5131792475653154,10.5,1.0,26.984632994915142,0.10121902098196657,0.2174523659747818,313.0,26.984632994915142,0.23347976010491325,4.685607601206526,2.0
2340,2.0,68.43250521962786,0.36871815850878836,0.051933498266364106,0.04646822343061766,0.021118801463339283,0.3793862526457823,1.1176131651143397,17.459236933301916,2.4591120075960773,180.37687112896748,3.3044085126088567,11.0,1.0,28.975223549743735,0.17486322206684884,0.3862110477153782,293.0,28.975223549743735,0.2315447885375855,4.673557151867142,0.0
2370,2.0,67.86514824613671,0.4222084136318375,0.04937351678249718,0.03147687918398553,0.017352815690865914,0.35454605246228993,1.5685645483721968,24.330830289229237,2.8452740846251197,191.41419783319554,3.2735430505767167,9.0,1.0,28.719398152683084,0.20646057055726816,1.54208360814616,257.0,28.719398152683084,0.21926344110428714,5.16634942387244,0.0
