timestamp,sleep_stage,abs_power_slow_delta,abs_power_delta,abs_power_theta,abs_power_alpha,abs_power_beta,abs_power_gamma,rel_power_slow_delta,rel_power_delta,rel_power_theta,rel_power_alpha,rel_power_beta,rel_power_gamma,ratio_slow_delta_to_delta,ratio_delta_to_theta,ratio_theta_to_alpha,ratio_alpha_to_beta,ratio_delta_to_beta,ratio_theta_to_beta,ratio_slow_delta_to_gamma,ratio_delta_to_gamma,spectral_spectral_entropy,spectral_spectral_edge_50,spectral_spectral_edge_95,time_variance,time_skewness,time_kurtosis,time_zero_crossings,time_hjorth_activity,time_hjorth_mobility,time_hjorth_complexity,time_spindle_density
315.0,5.0,6.826518737621832,12.997742687817587,3.6748659104284527,9.814004292971084,17.700971375848734,9.332882751096355,0.11312112199352949,0.2153834615769819,0.06089560007686432,0.1626262549829251,0.2933198925209311,0.15465366884876816,0.525208022772109,3.5369297830920003,0.37445122303675715,0.5544330920904094,0.7342954469424385,0.20760814942742023,0.7314480337542825,1.3926825220376249,4.798095551946357,13.25,37.0,15.073686724064546,-0.30473869858589636,7.82690026152992,1182.0,15.073686724064546,0.8923464198845957,1.512528584801351,0.0
345.0,5.0,3.0840448863624985,6.2100768299433,3.6132939184371824,6.086780861453281,13.474113589538847,7.977640137456653,0.07625101819450153,0.15354013926423796,0.08933635873302624,0.15049172606564482,0.3331387571607298,0.19724200058185956,0.49661944139602454,1.7186746968144255,0.5936297035532028,0.45173887105522226,0.4608894521060477,0.2681656121123758,0.38658611233209406,0.7784353170692514,5.033667168110214,17.5,39.5,9.910933464797393,-0.20144145264464758,1.7892954181232152,1273.0,9.910933464797393,1.0019977856534326,1.3975103280757093,0.0
375.0,5.0,2.29217282371111,5.170313778923119,2.7162792142164705,5.616321248926108,15.219958865438175,12.828075782579095,0.05228124125545418,0.11792759221559757,0.061954512088537375,0.1281003958976553,0.3471458753506053,0.2925903831921503,0.4433334071542934,1.9034544577274566,0.48364028583434104,0.3690102777900981,0.3397061598260961,0.17846823622939031,0.1786840725407999,0.40304671304672623,5.178358336496094,22.75,46.5,10.873219390197324,-0.05385399753775316,0.31040974135716626,1462.0,10.873219390197324,1.1262516022992082,1.3205186459851608,0.0
405.0,5.0,3.809303015370146,8.048054811854277,5.151026554708142,17.354454497138743,34.63248901280075,21.14707591832069,0.0422587245775158,0.08928156418815461,0.05714321270546921,0.1925226504241105,0.3841975313385721,0.23459631676617781,0.4733197156798623,1.5624176513596013,0.29681293385094415,0.5011032990055706,0.23238453374969215,0.14873394034108733,0.18013379391388845,0.38057530236810744,5.14410177176822,20.5,41.75,22.33367883613536,-0.2500848764301058,2.3707644981483726,1354.0,22.33367883613536,1.0630659102244195,1.3199886206050528,2.0
435.0,5.0,7.852962765755279,9.159592842819333,2.9803835122776485,7.068153013667187,18.407968551538485,10.503376742680125,0.1403005323066977,0.1636447019924936,0.05324734189166155,0.12627917129151445,0.32887559300905556,0.1876526595085772,0.8573484542848298,3.073293354623386,0.4216636943869955,0.3839724624604519,0.4975884664907276,0.16190724706623677,0.7476607721562779,0.8720617252080869,4.834594135573286,16.75,40.25,13.968299504557054,-0.10732784205825084,1.1812199389565912,1261.0,13.968299504557054,0.9658509250941116,1.4498183166914769,0.0
465.0,5.0,7.962695173062505,15.208420810524919,3.383200374865944,6.161851917600634,14.662053410137851,9.818863450470118,0.13921505185163024,0.2658950324861342,0.05914987392770813,0.10773017371213964,0.25634266807662587,0.17166719994576193,0.5235714655856708,4.495276402503357,0.5490557741492146,0.4202584552923597,1.037264043787043,0.23074533151704438,0.8109589478607284,1.5488982902233825,4.569521058951215,10.75,39.25,13.618920220679966,-0.36438105898288237,3.9579200952220033,1172.0,13.618920220679966,0.886683702216588,1.6009866702329014,0.0
495.0,5.0,1.936752122257709,5.938407877464505,2.4014735464495667,3.9247820211762168,10.149856381157305,8.42614544440077,0.059088002542777365,0.1811737577210625,0.07326610018302757,0.1197404290316554,0.30966004000528763,0.2570716705161895,0.3261399624594364,2.472818360209214,0.6118743750433004,0.3866835030714038,0.5850730940814446,0.23660172678739777,0.2298503075948812,0.7047597168335304,5.1603124749002784,19.75,50.0,8.033842658912503,-0.24919963506047854,0.6805914745350368,1415.0,8.033842658912503,1.0932677914756455,1.4018912341620409,0.0
525.0,5.0,3.113133522490503,8.625001851745195,5.0003905719291755,6.762360582191904,16.136876120515048,12.909540533891796,0.05924440140463121,0.16413785921128562,0.09515979449102131,0.12869091604324367,0.30709237473880885,0.24567465411100944,0.3609429396034846,1.724865633494933,0.7394445343573264,0.4190625578114781,0.5344901818219113,0.30987351793208096,0.24114983134321372,0.6681106759016645,5.122403137292664,19.25,47.25,12.889605292360606,-0.1742129209340649,0.5363964777312478,1410.0,12.889605292360606,1.060597026668325,1.3953389349289531,0.0
555.0,5.0,5.673253128120592,8.515538984226223,2.8642387055266996,6.171506834631832,14.811106013963368,13.802536937690114,0.10944159424579503,0.16427156364247564,0.0552534574351344,0.11905330709343433,0.28571809120891706,0.26626198637424353,0.666223610573897,2.9730549229356256,0.4641068676141486,0.41668102495329473,0.5749428149484982,0.19338452528846,0.4110297370469433,0.616954623820744,5.069532707337396,18.75,50.5,12.943412473562294,0.12569113776626314,0.2604375742741878,1435.0,12.943412473562294,1.0776333001757294,1.4306215714578436,0.0
585.0,5.0,7.558362460765094,11.989745575781674,3.595070513561685,7.053623272038088,15.96105962006755,15.974303983093666,0.12164975112369754,0.1929716354437245,0.05786166454931467,0.11352611362817554,0.25688883544957325,0.2571019998055144,0.6304022393910794,3.3350515741539004,0.5096771368216196,0.4419270048415522,0.7511873184554781,0.22524009051498964,0.47315754531259313,0.7505645058711736,4.974197641332474,16.5,50.0,15.62228555885239,-0.1325343201521995,1.0557245086307772,1419.0,15.62228555885239,1.0541976907859951,1.4776193372316913,0.0
615.0,5.0,7.567073367815153,22.612982203691914,6.308168699720432,9.48565882555651,20.824692495156427,15.571703399085845,0.09186655017448148,0.2745284158398377,0.07658306827402718,0.11515875558209426,0.2528180400776006,0.1890451700519587,0.33463403011683485,3.584714245884961,0.665021672786533,0.45550054713735677,1.0858735229268253,0.30291773581565945,0.48595026336109076,1.4521842359824435,4.753171864816765,11.75,43.75,20.580264636013386,0.10713700163295274,2.6029023046073965,1294.0,20.580264636013386,0.9310145309198282,1.594254345190866,2.0
645.0,5.0,12.052788385898063,16.903817055858763,3.5707833560410047,9.268185398259929,18.044543535542935,11.831025146711863,0.16816793903178004,0.2358524836775527,0.04982177223131056,0.12931544030204728,0.2517686032463583,0.165073761510951,0.7130217007199174,4.733924007679635,0.3852731902269543,0.5136281435965789,0.9367827466773586,0.19788715347593724,1.0187442116244643,1.428770275280319,4.631065311782312,10.5,40.0,16.880342229296154,0.12192516556706055,1.6931020137890842,1204.0,16.880342229296154,0.9084122198523398,1.5796465858204525,0.0
675.0,5.0,5.731562678518134,8.448503963894934,2.845405035391301,4.7073385164952,9.927152606166288,7.159181924142311,0.14764783508702067,0.21763756063742623,0.07329901407095006,0.12126332380298767,0.25572826698248413,0.18442399941913135,0.6784115510798583,2.969174461461574,0.6044615286026574,0.474188189020465,0.8510500743750035,0.28662851758672514,0.8005890532143073,1.1800934873978743,4.839828005200673,12.5,46.0,10.22667144178274,0.20985401423820155,1.7620537298841938,1268.0,10.22667144178274,0.9288817834258521,1.6014584554149902,0.0
705.0,5.0,1.800464830968066,20.89087999021856,3.81391933981029,6.474405388670421,17.71708757421162,11.755762705232375,0.028829338446145537,0.3345081999474516,0.06106910257978873,0.10366924195190713,0.28368891475781666,0.18823520231689028,0.08618425034285074,5.477535870150298,0.5890763878371549,0.3654328264459108,1.1791373668270788,0.21526784940320395,0.15315593518669623,1.7770756788704596,4.881630545268106,14.75,43.5,14.74672207565689,-0.011326278101182467,7.632232236175263,1428.0,14.74672207565689,0.9961743079430513,1.4778942373989576,0.0
735.0,5.0,6.1991046268786345,12.62467928278571,3.0428309199493366,8.127269693478134,24.370041958912896,19.61834197284186,0.08379176194985315,0.17064466319373406,0.04112919194693875,0.10985429161905776,0.3294038215898531,0.2651762697005631,0.49103066208440443,4.148991388118605,0.37439768023862535,0.3334942839715705,0.5180409333729793,0.12485948629333365,0.3159851446890163,0.6435140798441583,5.046773903824134,20.25,46.75,18.158964806808733,-0.2754369601455817,1.0401817008205372,1449.0,18.158964806808733,1.0848116422422471,1.3718633905991486,0.0
765.0,5.0,2.5155706253600654,4.730779955413178,2.8856346586152233,5.545728104398947,17.694416022289765,17.46501510047296,0.04948292536405664,0.09305754689911705,0.05676232779978261,0.10908811190305799,0.3480607773698295,0.3435483106641563,0.5317454307779541,1.6394244299517362,0.5203346799988743,0.31341684842164996,0.2673600501665073,0.1630816555326756,0.14403483826804933,0.2708717930199774,5.289407654216251,24.25,51.5,12.747306584350628,-0.019868941000752937,0.006906765483770894,1618.0,12.747306584350628,1.2208171600173927,1.2784257760608297,0.0
795.0,5.0,4.329660355004008,7.208567393821915,2.837447493380405,6.420623259111396,15.5892634387949,15.638293549563567,0.08322451910284123,0.13856272907824776,0.054541276625364274,0.12341690554606297,0.29965605763087844,0.3005985120166053,0.6006270203778173,2.5405112906529617,0.44192711187494754,0.4118618743135785,0.4624059001938914,0.18201292860963722,0.2768627114751375,0.46095613763286825,5.1935246731484535,21.5,52.0,12.998282615106012,0.013735578311096355,0.3582044583071222,1617.0,12.998282615106012,1.175560066815878,1.3569648888333938,0.0
825.0,4.0,3.525778302909697,5.714100362325883,2.548263730058646,4.890387566317885,13.24279143921363,17.692091045398747,0.07405010734930582,0.12001030946436572,0.053519871799499866,0.1027102934880205,0.2781315339279724,0.3715778839708357,0.6170312173888475,2.242350465809182,0.5210760283208393,0.36928676168680585,0.4314876050499851,0.19242647909515984,0.19928556177121484,0.32297484495365375,5.271571461777267,25.0,53.0,11.963351157199696,-0.08138498060194582,-0.11836882792388037,1560.0,11.963351157199696,1.2208964566138798,1.323705840606096,0.0
855.0,3.0,1.3911185212946833,5.551113065951672,2.7756017881174113,3.8455917806879625,11.132583765862066,14.211163564298008,0.03575480900822792,0.1426758284200404,0.07133907736680295,0.09884017611536253,0.28613191487526646,0.36525819421429967,0.25060172703060096,1.9999673906813524,0.7217619410317884,0.34543569233639004,0.49863654140418234,0.24932233580885585,0.09788913588889593,0.3906163658448343,5.311225974336463,24.75,53.75,9.681894571585204,0.03952527393530328,-0.2550956046491901,1599.0,9.681894571585204,1.2429216155962877,1.3175306199594359,0.0
885.0,3.0,5.916231266090103,21.754735422163307,5.8548327624900685,3.516149888362782,7.1932261293255335,9.019812241046608,0.11109252899211773,0.4085013696903242,0.1099396134392125,0.06602479954637136,0.13507140718098923,0.169370281150985,0.27195142350642265,3.7156886121781247,1.6651260464467088,0.48881403491253644,3.0243363729621393,0.8139369814247238,0.6559151241642724,2.411883400734495,4.462598761243479,3.75,49.0,13.476065136317692,0.5349350237365808,6.766384958838119,1268.0,13.476065136317692,0.8414141040197406,1.9189047277785842,0.0
915.0,3.0,8.980936260319458,33.011523519493224,8.047436661650591,4.410291757342852,5.166254769153753,5.356867498368667,0.13822500648129502,0.5080782136936204,0.12385757480867556,0.06787851389576986,0.07951349149480519,0.0824471996258338,0.2720545828485932,4.102116600233309,1.8246948510990586,0.853672912840089,6.389836543864758,1.5576925686173653,1.6765276092579817,6.162467809579016,4.029948036862847,2.75,40.0,16.04098771975097,0.8006292695257612,3.682960787758331,939.0,16.04098771975097,0.6199879320966425,2.5172703833715357,0.0
945.0,5.0,17.598195156075796,55.18778397549874,9.47474222695417,4.899894236026964,5.158643255157889,5.121562759985227,0.18060392826494967,0.5663723177186923,0.09723586142269454,0.05028584688718647,0.05294129472574585,0.05256075098073117,0.31887845259118996,5.824726694718469,1.9336625997142574,0.949841652847927,10.698119882441805,1.8366732798002936,3.4360987027684007,10.775575065798934,3.5438830020894527,1.75,30.5,22.268582400033964,0.7088537646747676,7.943874109210997,926.0,22.268582400033964,0.5189127626483624,2.972511979495254,0.0
975.0,4.0,23.766248127212442,24.843393466829045,7.470091103208089,13.478137778708748,13.88522379350335,7.776562301299251,0.2605386713857718,0.27234693048375513,0.08189124344502863,0.14775475248860956,0.15221745307418802,0.08525094912264676,0.9566425842286613,3.3257149241228507,0.5542376273191894,0.9706820703111649,1.7891964750524156,0.5379885275345302,3.056138073109263,3.1946498342023095,4.232874170103584,2.5,35.25,22.396865370032906,0.0247537609513852,2.9991079690611704,844.0,22.396865370032906,0.6777650942181763,2.057473177657111,0.0
1005.0,3.0,2.2131077407586592,5.959432413862325,2.4841834324299934,4.391657588214685,2.851569945600806,1.1737593260551282,0.11602921974291815,0.31244221885648626,0.13024122597136986,0.23024663189869687,0.14950263366617458,0.061538069864354436,0.3713621679094103,2.3989502288053655,0.5656596359060196,1.5400841192185397,2.0898776910056562,0.871163422161639,1.8854868212277505,5.077218370978639,4.455337102171558,5.75,31.5,5.0373396743972725,-0.24540601918870375,2.8616256256948134,757.0,5.0373396743972725,0.6142613496269258,2.0922830711412232,0.0
1035.0,3.0,3.009971727196293,22.43070086793804,5.000585173123202,3.383515444473329,3.2316009710043603,3.6112242622126067,0.07401400235612413,0.5515619737848833,0.12296239178641406,0.0831992931416993,0.07946377692549388,0.08879856200538522,0.13418982067944488,4.485615201206541,1.4779259190743226,1.047009044349016,6.941049055407549,1.5474018041943813,0.8335045149671001,6.211384073270916,4.064903900510647,2.5,40.25,9.305475363096992,0.924430805936161,8.316060135899507,910.0,9.305475363096992,0.658891133596179,2.3911022310637167,0.0
1065.0,3.0,2.584045029923208,25.21924000381503,8.337423066776347,3.804435166069553,3.1026584035214038,2.253473869602806,0.057041330495389495,0.5567004395209441,0.1840438920857376,0.083980751551572,0.06848942698758673,0.04974415935877009,0.10246323955527849,3.024824313403054,2.191500893724199,1.2261856353986762,8.128268318026661,2.687186915918607,1.1466940285684337,11.191272436250175,3.91270300935913,2.75,30.25,10.791648780203117,0.6736910038064611,1.6617587829509883,723.0,10.791648780203117,0.5286467582171225,2.7898537370241447,0.0
1095.0,3.0,4.762918300127038,20.96715836769955,7.076541032334373,4.26936594778951,4.312057005554125,4.225718802390097,0.10441845524117445,0.4596674033845713,0.15514049086826293,0.09359820367180405,0.09453412867061707,0.09264131816357016,0.22716088735427883,2.9629105903010244,1.6575156870383867,0.990099607262001,4.862449253385717,1.6411056308057514,1.1271261820167457,4.961796879466801,4.22651501321625,3.0,40.5,10.831066423409055,0.48962505148855323,2.049825827776287,912.0,10.831066423409055,0.6677726224545126,2.3070485642768834,0.0
1125.0,3.0,7.684493407143267,39.46339957718538,7.63525663985806,5.940622125883932,3.661093425243325,2.2434857959287897,0.11533368746376368,0.5922914045136438,0.11459471123866607,0.08916057563015396,0.05494798193074713,0.03367163922302525,0.1947245673068258,5.168575391514561,1.2852621287696278,1.6226360367536483,10.77912934534978,2.085512646851412,3.4252471848699217,17.590215925164234,3.7305202361297023,2.5,23.5,15.984106193546966,0.41689985798850937,1.7205342102542804,613.0,15.984106193546966,0.45298932127045444,3.1326968848425043,0.0
1155.0,3.0,7.9952170639630555,29.4493089238279,5.855442023086634,6.207265628056706,3.4655037741163808,2.376600287060199,0.14445009454823235,0.5320625349374128,0.10579064296689689,0.1121470623856132,0.06261147681464378,0.0429381883472011,0.2714908212147162,5.0293912581173625,0.9433206783556726,1.791158236282773,8.49784355825351,1.689636602519836,3.36414040979375,12.391359658976098,3.633844015413686,1.75,27.25,13.348169939140503,0.42052145501143917,2.668272712746581,704.0,13.348169939140503,0.4952865110711661,2.910134003873857,0.0
1185.0,3.0,2.491441476044879,26.859838186880076,7.717580710521774,4.521642003644382,3.204633295769014,2.4655626506849346,0.05271698397236027,0.5683335020358475,0.1632980676182034,0.09567446449244954,0.06780757393448163,0.052169407946657496,0.09275712901548938,3.480344319549862,1.7068093192983496,1.4109701754247763,8.381563725716823,2.4082570447202962,1.0104961134334614,10.893999460256667,3.9246994262006565,2.75,30.5,11.643801750304084,0.31926500867618257,0.8094273646542121,708.0,11.643801750304084,0.5249956569651042,2.8200343309540465,0.0
1215.0,3.0,6.9946768434846796,32.70081234136312,9.74464379103814,8.20341503558647,3.1624275928769032,2.088930919485421,0.11121213513265922,0.5199278311824944,0.15493534102551365,0.13043051479021903,0.05028113988337776,0.03321303798573573,0.21389917689034754,3.355772980752925,1.187876481763634,2.594024620138199,10.340414564426661,3.081380839415573,3.348448135792291,15.654329223990361,3.8179951299602295,2.5,22.25,15.651793709279184,0.13309159530187453,0.36791410643189293,593.0,15.651793709279184,0.4514342620658176,3.026151960716064,0.0
1245.0,3.0,9.09789524728328,29.373039814582167,6.930817261627785,6.575164021611646,2.4133173661830623,1.167303554755268,0.16375627313566896,0.5286958576642126,0.12475026076909826,0.11834873079643127,0.04343816311775365,0.02101071451683522,0.30973625149739115,4.238034088242539,1.0540903981621976,2.7245335045753087,12.17122962149892,2.871904606687713,7.793941181316211,25.16315459882591,3.650029104191436,2.25,15.75,14.29855442506609,0.44311797197407365,1.2983238828355077,480.0,14.29855442506609,0.38189352879533706,3.371126711609471,2.0
1275.0,2.0,13.981704364303399,27.2048905394186,8.39542694688921,6.089932184239772,2.2780257825458654,1.329999682448009,0.23585879216338107,0.4589220638898804,0.14162331056324304,0.102731685058287,0.03842824848736372,0.022435899837844744,0.5139408425111351,3.2404415774441215,1.3785747842115557,2.673337690307649,11.942310199764664,3.685395929601002,10.512562181606913,20.45480979912684,3.6123573613660365,2.0,16.25,14.802461362116855,0.4102266617573708,1.4630321110776485,533.0,14.802461362116855,0.3842741019799496,3.4249972116707177,0.0
1305.0,2.0,13.946132691031126,37.99101399530977,6.861683635891266,9.424151604630913,2.837540677769068,1.3112416278993382,0.19270129502746416,0.5249424882505851,0.09481161207905037,0.1302186246883658,0.039207841730263905,0.018118138224270736,0.3670902991090513,5.536689828723273,0.7280956338230711,3.321239296455918,13.388711672616514,2.4181798306568214,10.635822104206536,28.97331291508459,3.6087928663679856,2.0,14.5,17.861355807483157,0.3984083301171183,1.0811491741531354,467.0,17.861355807483157,0.3639418334617882,3.4767813169412345,0.0
1335.0,2.0,36.518811567808605,52.53651636412095,7.417842723481181,6.869686933275244,2.525613705448707,1.1319808449948174,0.3412958621924726,0.4909934052971036,0.06932533998861969,0.06420241032573203,0.023603766666001808,0.010579215530070251,0.6951129251630221,7.082452179406333,1.0797934164136085,2.720006990056604,20.801485297890014,2.9370456405048704,32.26098014472118,46.411135481466886,2.990025460618007,1.25,11.75,27.173256849372155,0.21375464850035147,0.9265853838172009,354.0,27.173256849372155,0.2810989922433414,4.427389911588686,0.0
1365.0,2.0,23.491860967740916,43.52866296430332,7.130956567792515,5.591758683468456,2.181023445690865,1.1748047737069387,0.28269704705466747,0.52381650390083,0.08581271475930621,0.06729027001434879,0.02624606405173593,0.014137400219111546,0.5396871708867323,6.104182875028756,1.2752618579101127,2.563823279506662,19.95790693965663,3.269546038835335,19.996395564188816,37.05182676713961,3.340018169532424,1.5,12.75,19.888506595956745,-0.06637025795851628,1.0988975507395917,434.0,19.888506595956745,0.31421992734044146,4.153096233633522,0.0
1395.0,3.0,51.40087829601024,33.300242881416516,9.904835237996759,6.899334710026212,2.4079092154857014,0.9093914782141144,0.4903606885116158,0.317681926228932,0.0944914170323662,0.06581915778165108,0.022971281034913426,0.008675529410521424,1.543558660484743,3.36201886057978,1.4356217887877434,2.8652802461856988,13.82952590815038,4.1134587524669195,56.5222783825733,36.618160248379,3.0992793487777472,1.25,11.75,26.13298858417714,0.19425494834265183,0.38304827198866587,342.0,26.13298858417714,0.27329641779222735,4.352948177280705,0.0
1425.0,2.0,41.78649647587499,31.390958413505373,7.087819077140168,4.598751972136005,1.7095408916626205,1.0095588734521321,0.47710670451757675,0.3584133149081444,0.08092676551774367,0.05250728305461681,0.019519066919862264,0.01152686508205611,1.3311634492103948,4.428860002127521,1.541248390852862,2.690050875234968,18.362215589438026,4.1460365828583825,41.39084660694352,31.09373731029307,2.9453123124319873,1.0,11.0,21.23549204556187,0.2841015185715993,0.8211513801050261,387.0,21.23549204556187,0.2820184911325101,4.659543347591377,0.0
1455.0,2.0,46.44165084287897,57.55951488930466,8.323153939622628,6.150286192283928,2.1051566909147654,0.9487263772263822,0.38214620498389074,0.47362980808065436,0.0684872659304101,0.050607773093546395,0.017322330832967706,0.0078066170785306655,0.8068457653285014,6.915589367463129,1.3532953880958294,2.921533688458723,27.342152313402757,3.953698066822072,48.95157545187768,60.6703010108287,2.8500097209881483,1.0,10.25,28.95300784011016,0.13721048872412064,0.2561682431700709,379.0,28.95300784011016,0.2534492865133534,4.826581233430139,0.0
1485.0,2.0,39.32166802886202,42.52739713853959,8.479543131116866,6.2433322658749235,2.013994449331164,0.9650854365501915,0.39499010508388505,0.4271919759956836,0.08517786249466278,0.0627148997331819,0.020230776542739148,0.00969438014984735,0.9246196728352108,5.015293451598571,1.3581758538351232,3.0999749118664655,21.115945553152393,4.210311072859135,40.744235210249784,44.06594019919319,3.0904379605362564,1.25,11.25,24.272786707855342,0.25876856557738803,0.26008262404812754,317.0,24.272786707855342,0.2780742392570511,4.408582534449224,0.0
1515.0,2.0,23.258902482522853,41.141073595512495,7.783561820635203,5.8366734278633015,2.1610622436308713,1.0742253926772243,0.2862440423036369,0.5063174076910938,0.09579120084161465,0.07183111915333147,0.026595889154765056,0.013220340855558175,0.5653450542185974,5.2856358750712,1.3335613028038242,2.700835408510415,19.03743111280603,3.601729586093556,21.651789874740324,38.29836258957662,3.263987987382664,1.5,12.5,20.068494340112228,0.039204712324599496,0.0679676518297021,373.0,20.068494340112228,0.3039276827207819,4.170123441807786,0.0
